,ImageID,distance,location
4625,4625,99,"[268, 238]"
4626,4626,472,"[251, 122]"
4627,4627,464,"[236, 259]"
4628,4628,256,"[292, 98]"
4629,4629,428,"[76, 371]"
4630,4630,280,"[214, 242]"
4631,4631,256,"[106, 130]"
4632,4632,170,"[356, 343]"
4633,4633,336,"[151, 160]"
4634,4634,283,"[209, 251]"
4635,4635,291,"[357, 292]"
4636,4636,177,"[242, 221]"
4637,4637,93,"[217, 306]"
4638,4638,439,"[120, 238]"
4639,4639,220,"[242, 171]"
4640,4640,482,"[288, 231]"
4641,4641,472,"[170, 452]"
4642,4642,352,"[109, 372]"
4643,4643,227,"[236, 229]"
4644,4644,390,"[358, 124]"
4645,4645,354,"[278, 337]"
4646,4646,197,"[103, 326]"
4647,4647,459,"[280, 349]"
4648,4648,361,"[197, 192]"
4649,4649,460,"[343, 212]"
4650,4650,453,"[266, 436]"
4651,4651,144,"[181, 336]"
4652,4652,72,"[260, 271]"
4653,4653,448,"[155, 413]"
4654,4654,113,"[326, 138]"
4655,4655,217,"[416, 347]"
4656,4656,452,"[259, 104]"
4657,4657,97,"[222, 206]"
4658,4658,333,"[178, 335]"
4659,4659,147,"[265, 445]"
4660,4660,250,"[240, 179]"
4661,4661,167,"[173, 362]"
4662,4662,305,"[236, 121]"
4663,4663,237,"[207, 283]"
4664,4664,183,"[288, 197]"
4665,4665,264,"[307, 260]"
4666,4666,399,"[180, 155]"
4667,4667,270,"[391, 335]"
4668,4668,482,"[296, 92]"
4669,4669,384,"[150, 442]"
4670,4670,85,"[301, 217]"
4671,4671,287,"[306, 106]"
4672,4672,219,"[175, 244]"
4673,4673,354,"[254, 62]"
4674,4674,430,"[84, 205]"
4675,4675,289,"[331, 309]"
4676,4676,276,"[168, 204]"
4677,4677,133,"[229, 139]"
4678,4678,114,"[281, 271]"
4679,4679,239,"[213, 305]"
4680,4680,370,"[270, 240]"
4681,4681,409,"[100, 295]"
4682,4682,156,"[229, 98]"
4683,4683,169,"[282, 278]"
4684,4684,119,"[323, 243]"
4685,4685,73,"[279, 313]"
4686,4686,125,"[214, 86]"
4687,4687,383,"[82, 184]"
4688,4688,98,"[248, 259]"
4689,4689,446,"[273, 42]"
4690,4690,465,"[216, 150]"
4691,4691,364,"[392, 388]"
4692,4692,165,"[26, 373]"
4693,4693,234,"[154, 419]"
4694,4694,427,"[120, 150]"
4695,4695,154,"[298, 431]"
4696,4696,244,"[211, 358]"
4697,4697,270,"[156, 242]"
4698,4698,273,"[301, 234]"
4699,4699,216,"[240, 318]"
4700,4700,293,"[256, 179]"
4701,4701,440,"[359, 246]"
4702,4702,452,"[292, 220]"
4703,4703,462,"[317, 315]"
4704,4704,163,"[254, 328]"
4705,4705,290,"[390, 195]"
4706,4706,115,"[343, 373]"
4707,4707,197,"[295, 293]"
4708,4708,364,"[316, 230]"
4709,4709,364,"[332, 215]"
4710,4710,240,"[374, 308]"
4711,4711,371,"[381, 294]"
4712,4712,405,"[232, 214]"
4713,4713,386,"[292, 344]"
4714,4714,290,"[382, 450]"
4715,4715,252,"[279, 204]"
4716,4716,101,"[212, 399]"
4717,4717,208,"[284, 316]"
4718,4718,266,"[332, 224]"
4719,4719,376,"[281, 295]"
4720,4720,215,"[346, 157]"
4721,4721,217,"[405, 274]"
4722,4722,311,"[299, 310]"
4723,4723,147,"[396, 262]"
4724,4724,158,"[349, 267]"
4725,4725,248,"[228, 66]"
4726,4726,222,"[347, 429]"
4727,4727,469,"[407, 349]"
4728,4728,202,"[164, 253]"
4729,4729,405,"[203, 327]"
4730,4730,213,"[96, 381]"
4731,4731,392,"[260, 186]"
4732,4732,170,"[224, 411]"
4733,4733,274,"[294, 295]"
4734,4734,304,"[358, 256]"
4735,4735,144,"[418, 367]"
4736,4736,412,"[345, 263]"
4737,4737,205,"[206, 304]"
4738,4738,179,"[385, 232]"
4739,4739,415,"[223, 448]"
4740,4740,152,"[334, 312]"
4741,4741,447,"[246, 339]"
4742,4742,458,"[269, 231]"
4743,4743,142,"[233, 370]"
4744,4744,430,"[252, 236]"
4745,4745,480,"[487, 213]"
4746,4746,481,"[353, 133]"
4747,4747,416,"[345, 246]"
4748,4748,479,"[358, 289]"
4749,4749,426,"[178, 135]"
4750,4750,144,"[140, 395]"
4751,4751,334,"[157, 184]"
4752,4752,344,"[265, 288]"
4753,4753,266,"[398, 221]"
4754,4754,278,"[180, 214]"
4755,4755,468,"[344, 305]"
4756,4756,94,"[415, 232]"
4757,4757,307,"[311, 152]"
4758,4758,273,"[149, 371]"
4759,4759,434,"[273, 144]"
4760,4760,264,"[308, 199]"
4761,4761,431,"[334, 181]"
4762,4762,320,"[248, 340]"
4763,4763,305,"[292, 174]"
4764,4764,160,"[359, 331]"
4765,4765,436,"[374, 270]"
4766,4766,172,"[376, 61]"
4767,4767,97,"[268, 332]"
4768,4768,193,"[187, 166]"
4769,4769,295,"[192, 251]"
4770,4770,408,"[275, 138]"
4771,4771,458,"[195, 131]"
4772,4772,219,"[301, 135]"
4773,4773,202,"[420, 321]"
4774,4774,436,"[174, 378]"
4775,4775,358,"[309, 274]"
4776,4776,328,"[239, 416]"
4777,4777,439,"[229, 453]"
4778,4778,254,"[192, 195]"
4779,4779,243,"[226, 257]"
4780,4780,109,"[230, 276]"
4781,4781,211,"[346, 205]"
4782,4782,164,"[429, 120]"
4783,4783,304,"[148, 100]"
4784,4784,307,"[401, 346]"
4785,4785,355,"[270, 214]"
4786,4786,473,"[395, 250]"
4787,4787,369,"[205, 238]"
4788,4788,339,"[268, 291]"
4789,4789,61,"[273, 358]"
4790,4790,344,"[159, 427]"
4791,4791,288,"[418, 349]"
4792,4792,369,"[170, 85]"
4793,4793,440,"[123, 230]"
4794,4794,124,"[379, 210]"
4795,4795,144,"[82, 340]"
4796,4796,417,"[177, 220]"
4797,4797,478,"[397, 194]"
4798,4798,460,"[193, 307]"
4799,4799,297,"[392, 366]"
4800,4800,242,"[94, 298]"
4801,4801,306,"[188, 342]"
4802,4802,370,"[196, 291]"
4803,4803,276,"[355, 100]"
4804,4804,212,"[327, 242]"
4805,4805,412,"[381, 371]"
4806,4806,122,"[152, 387]"
4807,4807,417,"[266, 278]"
4808,4808,442,"[81, 419]"
4809,4809,293,"[226, 259]"
4810,4810,313,"[434, 198]"
4811,4811,311,"[319, 60]"
4812,4812,231,"[274, 164]"
4813,4813,475,"[282, 204]"
4814,4814,77,"[199, 67]"
4815,4815,456,"[303, 265]"
4816,4816,312,"[378, 265]"
4817,4817,165,"[174, 371]"
4818,4818,321,"[117, 339]"
4819,4819,110,"[337, 316]"
4820,4820,154,"[231, 234]"
4821,4821,331,"[313, 289]"
4822,4822,103,"[361, 213]"
4823,4823,457,"[185, 213]"
4824,4824,455,"[223, 309]"
4825,4825,281,"[221, 310]"
4826,4826,396,"[205, 375]"
4827,4827,269,"[256, 263]"
4828,4828,154,"[386, 248]"
4829,4829,343,"[283, 255]"
4830,4830,125,"[276, 307]"
4831,4831,405,"[317, 164]"
4832,4832,385,"[158, 98]"
4833,4833,351,"[152, 266]"
4834,4834,258,"[253, 217]"
4835,4835,356,"[206, 238]"
4836,4836,249,"[332, 417]"
4837,4837,128,"[252, 263]"
4838,4838,290,"[358, 113]"
4839,4839,313,"[152, 258]"
4840,4840,116,"[433, 224]"
4841,4841,123,"[403, 280]"
4842,4842,441,"[182, 314]"
4843,4843,441,"[457, 345]"
4844,4844,123,"[323, 426]"
4845,4845,227,"[283, 280]"
4846,4846,309,"[198, 194]"
4847,4847,219,"[219, 43]"
4848,4848,320,"[249, 423]"
4849,4849,115,"[280, 265]"
4850,4850,230,"[377, 308]"
4851,4851,379,"[334, 138]"
4852,4852,294,"[218, 416]"
4853,4853,325,"[289, 374]"
4854,4854,191,"[303, 262]"
4855,4855,201,"[325, 375]"
4856,4856,278,"[339, 212]"
4857,4857,162,"[76, 84]"
4858,4858,467,"[210, 336]"
4859,4859,233,"[75, 289]"
4860,4860,108,"[303, 182]"
4861,4861,166,"[197, 388]"
4862,4862,333,"[241, 322]"
4863,4863,265,"[177, 289]"
4864,4864,137,"[22, 337]"
4865,4865,72,"[259, 225]"
4866,4866,205,"[180, 258]"
4867,4867,289,"[234, 235]"
4868,4868,239,"[219, 186]"
4869,4869,125,"[445, 240]"
4870,4870,414,"[423, 221]"
4871,4871,241,"[276, 139]"
4872,4872,358,"[197, 221]"
4873,4873,124,"[166, 128]"
4874,4874,438,"[220, 70]"
4875,4875,224,"[169, 267]"
4876,4876,295,"[269, 190]"
4877,4877,261,"[14, 296]"
4878,4878,281,"[101, 218]"
4879,4879,373,"[270, 311]"
4880,4880,252,"[312, 309]"
4881,4881,485,"[195, 361]"
4882,4882,121,"[182, 456]"
4883,4883,115,"[113, 120]"
4884,4884,173,"[228, 232]"
4885,4885,380,"[311, 236]"
4886,4886,139,"[312, 182]"
4887,4887,292,"[318, 236]"
4888,4888,284,"[162, 124]"
4889,4889,480,"[273, 237]"
4890,4890,227,"[241, 245]"
4891,4891,350,"[216, 101]"
4892,4892,231,"[161, 204]"
4893,4893,312,"[91, 337]"
4894,4894,461,"[174, 283]"
4895,4895,394,"[82, 418]"
4896,4896,291,"[177, 440]"
4897,4897,100,"[121, 160]"
4898,4898,98,"[276, 414]"
4899,4899,409,"[295, 357]"
4900,4900,476,"[132, 373]"
4901,4901,190,"[236, 382]"
4902,4902,377,"[331, 214]"
4903,4903,92,"[348, 151]"
4904,4904,200,"[158, 243]"
4905,4905,484,"[172, 208]"
4906,4906,308,"[267, 311]"
4907,4907,322,"[270, 350]"
4908,4908,263,"[174, 405]"
4909,4909,311,"[148, 343]"
4910,4910,139,"[289, 160]"
4911,4911,176,"[60, 271]"
4912,4912,121,"[81, 357]"
4913,4913,392,"[212, 233]"
4914,4914,383,"[296, 218]"
4915,4915,381,"[114, 107]"
4916,4916,403,"[111, 111]"
4917,4917,284,"[301, 183]"
4918,4918,165,"[320, 299]"
4919,4919,330,"[294, 9]"
4920,4920,265,"[349, 299]"
4921,4921,330,"[294, 256]"
4922,4922,182,"[250, 23]"
4923,4923,432,"[336, 192]"
4924,4924,409,"[332, 244]"
4925,4925,402,"[114, 201]"
4926,4926,456,"[259, 328]"
4927,4927,132,"[405, 276]"
4928,4928,355,"[115, 206]"
4929,4929,230,"[318, 222]"
4930,4930,149,"[310, 229]"
4931,4931,194,"[224, 171]"
4932,4932,383,"[337, 233]"
4933,4933,114,"[287, 370]"
4934,4934,233,"[224, 391]"
4935,4935,92,"[218, 346]"
4936,4936,121,"[166, 256]"
4937,4937,324,"[324, 169]"
4938,4938,351,"[230, 378]"
4939,4939,315,"[174, 246]"
4940,4940,115,"[386, 449]"
4941,4941,297,"[317, 227]"
4942,4942,198,"[211, 189]"
4943,4943,294,"[202, 298]"
4944,4944,461,"[280, 56]"
4945,4945,477,"[246, 201]"
4946,4946,212,"[301, 390]"
4947,4947,469,"[283, 346]"
4948,4948,384,"[149, 332]"
4949,4949,343,"[389, 176]"
4950,4950,195,"[236, 88]"
4951,4951,454,"[319, 25]"
4952,4952,395,"[318, 297]"
4953,4953,95,"[372, 424]"
4954,4954,393,"[265, 249]"
4955,4955,201,"[246, 335]"
4956,4956,395,"[210, 185]"
4957,4957,208,"[99, 283]"
4958,4958,308,"[282, 327]"
4959,4959,438,"[309, 440]"
4960,4960,326,"[259, 86]"
4961,4961,203,"[317, 305]"
4962,4962,436,"[238, 296]"
4963,4963,472,"[174, 231]"
4964,4964,88,"[251, 275]"
4965,4965,128,"[310, 343]"
4966,4966,292,"[334, 314]"
4967,4967,441,"[314, 217]"
4968,4968,162,"[90, 209]"
4969,4969,303,"[455, 327]"
4970,4970,413,"[309, 224]"
4971,4971,466,"[346, 397]"
4972,4972,173,"[261, 237]"
4973,4973,223,"[245, 290]"
4974,4974,257,"[348, 482]"
4975,4975,61,"[262, 183]"
4976,4976,301,"[346, 313]"
4977,4977,347,"[286, 258]"
4978,4978,301,"[275, 306]"
4979,4979,464,"[235, 378]"
4980,4980,135,"[140, 246]"
4981,4981,138,"[280, 248]"
4982,4982,232,"[153, 430]"
4983,4983,309,"[209, 189]"
4984,4984,117,"[231, 184]"
4985,4985,100,"[272, 204]"
4986,4986,173,"[361, 98]"
4987,4987,222,"[222, 416]"
4988,4988,193,"[78, 297]"
4989,4989,425,"[331, 343]"
4990,4990,112,"[198, 221]"
4991,4991,480,"[207, 251]"
4992,4992,349,"[284, 429]"
4993,4993,265,"[240, 193]"
4994,4994,257,"[211, 400]"
4995,4995,137,"[391, 451]"
4996,4996,324,"[87, 230]"
4997,4997,186,"[224, 277]"
4998,4998,333,"[201, 164]"
4999,4999,438,"[265, 389]"
5000,5000,138,"[397, 281]"
5001,5001,251,"[258, 186]"
5002,5002,353,"[345, 208]"
5003,5003,277,"[314, 314]"
5004,5004,437,"[142, 226]"
5005,5005,198,"[355, 296]"
5006,5006,461,"[253, 301]"
5007,5007,98,"[432, 411]"
5008,5008,455,"[397, 337]"
5009,5009,109,"[429, 297]"
5010,5010,310,"[152, 241]"
5011,5011,345,"[332, 184]"
5012,5012,186,"[142, 113]"
5013,5013,449,"[272, 315]"
5014,5014,101,"[200, 85]"
5015,5015,385,"[179, 272]"
5016,5016,349,"[361, 125]"
5017,5017,252,"[303, 295]"
5018,5018,112,"[300, 285]"
5019,5019,273,"[145, 239]"
5020,5020,241,"[232, 246]"
5021,5021,93,"[149, 409]"
5022,5022,78,"[254, 210]"
5023,5023,328,"[219, 390]"
5024,5024,240,"[254, 233]"
5025,5025,186,"[235, 173]"
5026,5026,209,"[254, 248]"
5027,5027,149,"[278, 179]"
5028,5028,484,"[263, 287]"
5029,5029,230,"[243, 156]"
5030,5030,162,"[277, 199]"
5031,5031,418,"[273, 278]"
5032,5032,412,"[257, 207]"
5033,5033,261,"[235, 417]"
5034,5034,173,"[227, 326]"
5035,5035,102,"[168, 248]"
5036,5036,453,"[321, 344]"
5037,5037,172,"[257, 367]"
5038,5038,307,"[245, 192]"
5039,5039,416,"[133, 349]"
5040,5040,94,"[450, 269]"
5041,5041,92,"[135, 336]"
5042,5042,376,"[295, 367]"
5043,5043,163,"[288, 299]"
5044,5044,423,"[164, 261]"
5045,5045,305,"[320, 425]"
5046,5046,459,"[290, 486]"
5047,5047,453,"[476, 209]"
5048,5048,351,"[490, 249]"
5049,5049,114,"[328, 238]"
5050,5050,237,"[220, 263]"
5051,5051,161,"[126, 177]"
5052,5052,196,"[441, 258]"
5053,5053,215,"[262, 360]"
5054,5054,458,"[233, 153]"
5055,5055,391,"[335, 144]"
5056,5056,167,"[273, 230]"
5057,5057,416,"[97, 334]"
5058,5058,470,"[196, 361]"
5059,5059,104,"[339, 254]"
5060,5060,337,"[226, 210]"
5061,5061,253,"[140, 292]"
5062,5062,481,"[289, 269]"
5063,5063,278,"[302, 307]"
5064,5064,187,"[305, 211]"
5065,5065,465,"[314, 197]"
5066,5066,209,"[195, 457]"
5067,5067,93,"[387, 401]"
5068,5068,491,"[189, 301]"
5069,5069,375,"[206, 187]"
5070,5070,194,"[204, 207]"
5071,5071,463,"[292, 158]"
5072,5072,174,"[402, 64]"
5073,5073,305,"[190, 297]"
5074,5074,131,"[109, 195]"
5075,5075,276,"[212, 238]"
5076,5076,165,"[256, 210]"
5077,5077,225,"[329, 273]"
5078,5078,117,"[266, 250]"
5079,5079,176,"[312, 214]"
5080,5080,122,"[338, 91]"
5081,5081,307,"[247, 305]"
5082,5082,87,"[241, 62]"
5083,5083,131,"[222, 155]"
5084,5084,375,"[294, 323]"
5085,5085,413,"[308, 242]"
5086,5086,192,"[217, 368]"
5087,5087,176,"[341, 260]"
5088,5088,178,"[45, 179]"
5089,5089,296,"[160, 204]"
5090,5090,279,"[192, 232]"
5091,5091,385,"[165, 421]"
5092,5092,470,"[145, 254]"
5093,5093,113,"[377, 416]"
5094,5094,103,"[367, 253]"
5095,5095,410,"[129, 368]"
5096,5096,299,"[268, 256]"
5097,5097,460,"[360, 145]"
5098,5098,97,"[159, 232]"
5099,5099,353,"[175, 217]"
5100,5100,291,"[195, 177]"
5101,5101,173,"[359, 172]"
5102,5102,479,"[238, 342]"
5103,5103,196,"[210, 471]"
5104,5104,225,"[229, 126]"
5105,5105,137,"[320, 263]"
5106,5106,322,"[353, 185]"
5107,5107,143,"[253, 200]"
5108,5108,304,"[195, 111]"
5109,5109,122,"[345, 269]"
5110,5110,220,"[186, 332]"
5111,5111,242,"[118, 229]"
5112,5112,181,"[283, 238]"
5113,5113,293,"[255, 228]"
5114,5114,385,"[371, 246]"
5115,5115,312,"[304, 301]"
5116,5116,201,"[263, 328]"
5117,5117,260,"[295, 389]"
5118,5118,272,"[274, 53]"
5119,5119,327,"[325, 127]"
5120,5120,348,"[401, 156]"
5121,5121,234,"[285, 238]"
5122,5122,212,"[376, 394]"
5123,5123,91,"[338, 120]"
5124,5124,83,"[175, 284]"
5125,5125,204,"[238, 450]"
5126,5126,239,"[302, 249]"
5127,5127,445,"[240, 316]"
5128,5128,212,"[319, 176]"
5129,5129,183,"[373, 241]"
5130,5130,127,"[200, 260]"
5131,5131,458,"[222, 284]"
5132,5132,275,"[362, 240]"
5133,5133,347,"[164, 285]"
5134,5134,354,"[340, 400]"
5135,5135,308,"[303, 309]"
5136,5136,228,"[208, 128]"
5137,5137,323,"[341, 424]"
5138,5138,262,"[123, 290]"
5139,5139,142,"[270, 243]"
5140,5140,357,"[396, 295]"
5141,5141,410,"[288, 241]"
5142,5142,435,"[102, 315]"
5143,5143,400,"[221, 216]"
5144,5144,101,"[274, 71]"
5145,5145,358,"[240, 318]"
5146,5146,229,"[146, 232]"
5147,5147,490,"[403, 234]"
5148,5148,84,"[277, 282]"
5149,5149,265,"[449, 294]"
5150,5150,114,"[417, 182]"
5151,5151,329,"[142, 152]"
5152,5152,80,"[118, 214]"
5153,5153,168,"[198, 366]"
5154,5154,461,"[423, 230]"
5155,5155,314,"[227, 245]"
5156,5156,139,"[253, 272]"
5157,5157,464,"[274, 215]"
5158,5158,270,"[215, 314]"
5159,5159,366,"[112, 125]"
5160,5160,139,"[287, 485]"
5161,5161,231,"[301, 37]"
5162,5162,311,"[248, 332]"
5163,5163,144,"[367, 350]"
5164,5164,346,"[190, 281]"
5165,5165,329,"[144, 356]"
5166,5166,205,"[251, 333]"
5167,5167,186,"[389, 165]"
5168,5168,243,"[224, 230]"
5169,5169,360,"[175, 411]"
5170,5170,104,"[136, 147]"
5171,5171,456,"[310, 192]"
5172,5172,182,"[189, 289]"
5173,5173,220,"[191, 309]"
5174,5174,279,"[81, 136]"
5175,5175,460,"[302, 255]"
5176,5176,440,"[246, 409]"
5177,5177,92,"[169, 260]"
5178,5178,76,"[241, 314]"
5179,5179,466,"[109, 325]"
5180,5180,96,"[298, 99]"
5181,5181,393,"[217, 157]"
5182,5182,361,"[252, 277]"
5183,5183,304,"[222, 312]"
5184,5184,200,"[286, 489]"
5185,5185,472,"[267, 231]"
5186,5186,95,"[256, 202]"
5187,5187,218,"[402, 154]"
5188,5188,427,"[255, 356]"
5189,5189,281,"[187, 381]"
5190,5190,353,"[435, 262]"
5191,5191,453,"[364, 398]"
5192,5192,392,"[477, 337]"
5193,5193,386,"[140, 52]"
5194,5194,147,"[312, 296]"
5195,5195,81,"[308, 258]"
5196,5196,339,"[290, 183]"
5197,5197,347,"[377, 285]"
5198,5198,427,"[218, 139]"
5199,5199,107,"[196, 286]"
5200,5200,416,"[294, 260]"
5201,5201,288,"[314, 87]"
5202,5202,272,"[79, 297]"
5203,5203,96,"[353, 172]"
5204,5204,358,"[184, 335]"
5205,5205,229,"[202, 340]"
5206,5206,327,"[186, 298]"
5207,5207,313,"[253, 376]"
5208,5208,406,"[107, 238]"
5209,5209,260,"[284, 267]"
5210,5210,437,"[192, 276]"
5211,5211,436,"[310, 111]"
5212,5212,161,"[370, 242]"
5213,5213,121,"[140, 150]"
5214,5214,205,"[428, 224]"
5215,5215,141,"[298, 315]"
5216,5216,203,"[112, 357]"
5217,5217,92,"[269, 128]"
5218,5218,258,"[378, 124]"
5219,5219,281,"[376, 142]"
5220,5220,278,"[290, 405]"
5221,5221,287,"[338, 231]"
5222,5222,381,"[398, 276]"
5223,5223,222,"[88, 144]"
5224,5224,107,"[168, 355]"
5225,5225,442,"[87, 157]"
5226,5226,202,"[321, 345]"
5227,5227,458,"[217, 86]"
5228,5228,323,"[257, 278]"
5229,5229,75,"[272, 328]"
5230,5230,113,"[341, 143]"
5231,5231,223,"[427, 168]"
5232,5232,363,"[229, 177]"
5233,5233,234,"[214, 290]"
5234,5234,176,"[213, 115]"
5235,5235,348,"[195, 240]"
5236,5236,64,"[68, 179]"
5237,5237,268,"[358, 320]"
5238,5238,179,"[200, 290]"
5239,5239,187,"[257, 326]"
5240,5240,252,"[280, 256]"
5241,5241,234,"[354, 152]"
5242,5242,403,"[132, 163]"
5243,5243,335,"[327, 134]"
5244,5244,118,"[434, 234]"
5245,5245,203,"[225, 314]"
5246,5246,87,"[45, 161]"
5247,5247,185,"[266, 30]"
5248,5248,489,"[83, 112]"
5249,5249,288,"[168, 412]"
5250,5250,433,"[408, 407]"
5251,5251,352,"[353, 342]"
5252,5252,299,"[239, 132]"
5253,5253,103,"[297, 131]"
5254,5254,195,"[367, 394]"
5255,5255,288,"[254, 197]"
5256,5256,390,"[49, 291]"
5257,5257,109,"[384, 138]"
5258,5258,355,"[114, 359]"
5259,5259,110,"[157, 114]"
5260,5260,465,"[296, 242]"
5261,5261,231,"[257, 481]"
5262,5262,190,"[193, 239]"
5263,5263,429,"[397, 377]"
5264,5264,327,"[236, 406]"
5265,5265,295,"[360, 441]"
5266,5266,117,"[166, 105]"
5267,5267,154,"[295, 363]"
5268,5268,73,"[283, 228]"
5269,5269,432,"[257, 426]"
5270,5270,203,"[332, 279]"
5271,5271,456,"[252, 268]"
5272,5272,192,"[364, 132]"
5273,5273,410,"[370, 226]"
5274,5274,99,"[138, 313]"
5275,5275,341,"[170, 352]"
5276,5276,189,"[323, 256]"
5277,5277,426,"[122, 45]"
5278,5278,345,"[409, 298]"
5279,5279,332,"[490, 265]"
5280,5280,125,"[248, 338]"
5281,5281,187,"[178, 213]"
5282,5282,82,"[266, 351]"
5283,5283,390,"[83, 325]"
5284,5284,343,"[93, 282]"
5285,5285,442,"[214, 246]"
5286,5286,471,"[279, 301]"
5287,5287,309,"[77, 342]"
5288,5288,115,"[202, 366]"
5289,5289,352,"[227, 442]"
5290,5290,96,"[251, 198]"
5291,5291,168,"[354, 252]"
5292,5292,443,"[251, 220]"
5293,5293,442,"[207, 275]"
5294,5294,230,"[371, 109]"
5295,5295,91,"[250, 99]"
5296,5296,268,"[276, 210]"
5297,5297,343,"[281, 296]"
5298,5298,90,"[230, 405]"
5299,5299,327,"[239, 235]"
5300,5300,99,"[270, 312]"
5301,5301,372,"[119, 266]"
5302,5302,233,"[266, 282]"
5303,5303,228,"[395, 154]"
5304,5304,325,"[313, 220]"
5305,5305,317,"[325, 102]"
5306,5306,203,"[255, 466]"
5307,5307,447,"[162, 166]"
5308,5308,66,"[415, 277]"
5309,5309,263,"[258, 269]"
5310,5310,466,"[79, 187]"
5311,5311,443,"[163, 438]"
5312,5312,434,"[296, 208]"
5313,5313,320,"[314, 364]"
5314,5314,235,"[50, 187]"
5315,5315,336,"[215, 215]"
5316,5316,441,"[314, 291]"
5317,5317,299,"[313, 302]"
5318,5318,159,"[449, 371]"
5319,5319,225,"[78, 241]"
5320,5320,294,"[397, 421]"
5321,5321,105,"[393, 199]"
5322,5322,203,"[246, 328]"
5323,5323,476,"[255, 184]"
5324,5324,329,"[298, 156]"
5325,5325,414,"[105, 200]"
5326,5326,375,"[474, 141]"
5327,5327,70,"[365, 386]"
5328,5328,466,"[315, 432]"
5329,5329,145,"[289, 239]"
5330,5330,338,"[150, 142]"
5331,5331,68,"[207, 238]"
5332,5332,341,"[360, 202]"
5333,5333,214,"[221, 383]"
5334,5334,141,"[307, 249]"
5335,5335,73,"[93, 215]"
5336,5336,350,"[300, 245]"
5337,5337,429,"[137, 233]"
5338,5338,122,"[149, 152]"
5339,5339,274,"[123, 199]"
5340,5340,486,"[160, 223]"
5341,5341,317,"[419, 296]"
5342,5342,336,"[318, 291]"
5343,5343,406,"[226, 262]"
5344,5344,114,"[166, 382]"
5345,5345,489,"[246, 165]"
5346,5346,314,"[459, 146]"
5347,5347,117,"[300, 392]"
5348,5348,97,"[306, 239]"
5349,5349,207,"[230, 129]"
5350,5350,125,"[252, 214]"
5351,5351,247,"[183, 276]"
5352,5352,391,"[197, 143]"
5353,5353,220,"[374, 167]"
5354,5354,298,"[228, 292]"
5355,5355,371,"[239, 229]"
5356,5356,227,"[188, 209]"
5357,5357,92,"[208, 312]"
5358,5358,218,"[258, 95]"
5359,5359,265,"[195, 334]"
5360,5360,267,"[200, 342]"
5361,5361,348,"[428, 336]"
5362,5362,207,"[166, 308]"
5363,5363,282,"[378, 230]"
5364,5364,252,"[275, 240]"
5365,5365,486,"[268, 285]"
5366,5366,86,"[347, 77]"
5367,5367,90,"[267, 135]"
5368,5368,477,"[179, 257]"
5369,5369,198,"[320, 291]"
5370,5370,448,"[358, 336]"
5371,5371,112,"[401, 141]"
5372,5372,136,"[306, 279]"
5373,5373,187,"[345, 225]"
5374,5374,488,"[300, 81]"
5375,5375,314,"[465, 229]"
5376,5376,268,"[322, 250]"
5377,5377,394,"[193, 216]"
5378,5378,465,"[240, 348]"
5379,5379,100,"[268, 209]"
5380,5380,459,"[345, 130]"
5381,5381,479,"[218, 351]"
5382,5382,79,"[288, 272]"
5383,5383,163,"[366, 223]"
5384,5384,394,"[373, 196]"
5385,5385,201,"[263, 191]"
5386,5386,213,"[149, 63]"
5387,5387,465,"[357, 261]"
5388,5388,436,"[222, 222]"
5389,5389,278,"[234, 271]"
5390,5390,481,"[100, 201]"
5391,5391,80,"[228, 260]"
5392,5392,201,"[418, 274]"
5393,5393,293,"[155, 148]"
5394,5394,98,"[238, 67]"
5395,5395,268,"[287, 348]"
5396,5396,88,"[301, 150]"
5397,5397,98,"[213, 398]"
5398,5398,80,"[292, 191]"
5399,5399,321,"[289, 450]"
5400,5400,381,"[270, 321]"
5401,5401,213,"[452, 118]"
5402,5402,127,"[112, 313]"
5403,5403,314,"[165, 195]"
5404,5404,155,"[260, 315]"
5405,5405,289,"[255, 228]"
5406,5406,287,"[190, 179]"
5407,5407,152,"[236, 355]"
5408,5408,296,"[263, 203]"
5409,5409,409,"[245, 299]"
5410,5410,154,"[281, 306]"
5411,5411,489,"[378, 279]"
5412,5412,108,"[315, 130]"
5413,5413,283,"[205, 256]"
5414,5414,153,"[158, 203]"
5415,5415,263,"[199, 305]"
5416,5416,317,"[207, 244]"
5417,5417,323,"[349, 147]"
5418,5418,438,"[236, 324]"
5419,5419,447,"[245, 141]"
5420,5420,366,"[300, 228]"
5421,5421,147,"[184, 383]"
5422,5422,226,"[233, 336]"
5423,5423,435,"[222, 313]"
5424,5424,193,"[244, 76]"
5425,5425,252,"[318, 363]"
5426,5426,456,"[286, 267]"
5427,5427,187,"[174, 237]"
5428,5428,152,"[338, 429]"
5429,5429,229,"[301, 232]"
5430,5430,258,"[328, 347]"
5431,5431,159,"[233, 278]"
5432,5432,104,"[344, 109]"
5433,5433,203,"[239, 253]"
5434,5434,340,"[137, 189]"
5435,5435,361,"[288, 451]"
5436,5436,456,"[295, 196]"
5437,5437,411,"[145, 240]"
5438,5438,154,"[355, 327]"
5439,5439,328,"[50, 176]"
5440,5440,243,"[313, 235]"
5441,5441,77,"[217, 250]"
5442,5442,96,"[216, 257]"
5443,5443,133,"[70, 397]"
5444,5444,230,"[223, 161]"
5445,5445,127,"[248, 349]"
5446,5446,381,"[52, 253]"
